Parameter,Optimal of Male,Optimal of Female,Fitness of Male,Fitness of Female
"(-10,0.6,-10,0.4)",9.922412,10.057336,-100.562889,-99.216385
"(-10,0.6,-10,0.6)",10.007522,9.996672,-99.966637,-100.075180
"(-10,0.6,-10,0.8)",9.996146,9.499664,-94.998558,-99.713051
"(-10,0.6,-10,1)",7.597523,5.000773,-56.246361,-25.000000
"(-10,0.6,-10,2)",6.829231,1.526722,-32.080250,-2.510002
"(-10,0.6,-10,4)",5.766937,-5.559666,7.650436,-9.680191
"(-10,0.6,-10,6)",6.365006,-17.036419,85.300148,-81.580803
"(-10,0.6,-10,8)",6.428548,-14.466554,70.039688,-297.045868
"(-10,0.6,-10,10)",-50.733868,303.256989,18466.664062,-49536.375000
"(-10,0.6,-8,0)",9.396047,8.678041,-87.214058,-75.655212
"(-10,0.6,-8,0.2)",9.165394,8.699562,-87.384407,-73.649033
"(-10,0.6,-8,0.4)",9.374927,8.718061,-87.591202,-75.471085
"(-10,0.6,-8,0.6)",9.190171,9.065018,-90.751534,-73.654663
"(-10,0.6,-8,0.8)",9.268224,8.744534,-87.828568,-74.535698
"(-10,0.6,-8,1)",7.000324,4.000208,-49.001453,-16.000002
"(-10,0.6,-8,2)",6.829832,1.526722,-32.078968,0.544359
"(-10,0.6,-8,4)",7.441106,-7.539416,37.060596,-51.146667
"(-10,0.6,-8,6)",7.317893,-14.947105,89.753952,-203.913742
"(-10,0.6,-8,8)",7.234674,103.835159,-771.219727,15209.553711
"(-10,0.6,-8,10)",-53.070053,210.099548,14497.125977,-57888.925781
"(-10,0.6,-6,0)",8.687928,7.374291,-75.466499,-53.932888
"(-10,0.6,-6,0.2)",8.659925,7.291129,-74.745583,-53.726845
"(-10,0.6,-6,0.4)",8.695118,7.309240,-74.900810,-53.985153
"(-10,0.6,-6,0.6)",8.721567,7.509399,-76.643669,-54.159050
"(-10,0.6,-6,0.8)",8.713492,7.353346,-75.283295,-54.121704
"(-10,0.6,-6,1)",7.551239,3.000406,-41.147961,-8.999999
"(-10,0.6,-6,2)",6.606849,1.526722,-32.504860,3.257369
"(-10,0.6,-6,4)",5.961996,-6.988595,17.591406,-34.225903
"(-10,0.6,-6,6)",5.279356,-13.590036,46.824684,-92.503944
"(-10,0.6,-6,8)",-104.305077,-63.300781,5320.006836,50604.945312
"(-10,0.6,-6,10)",-50.022697,131.342972,9572.626953,-42668.253906
"(-10,0.6,-4,0)",8.133724,6.098062,-64.779724,-36.805843
"(-10,0.6,-4,0.2)",8.031653,5.754758,-62.029297,-36.122013
"(-10,0.6,-4,0.4)",8.058519,6.008762,-64.067184,-36.351551
"(-10,0.6,-4,0.6)",8.265670,5.705256,-61.493164,-37.428841
"(-10,0.6,-4,0.8)",7.978162,5.966699,-63.733841,-35.868587
"(-10,0.6,-4,1)",6.253691,1.999962,-35.935406,-4.000000
"(-10,0.6,-4,2)",6.162347,1.526722,-33.057137,5.632182
"(-10,0.6,-4,4)",5.817948,-6.875504,15.670369,-45.229408
"(-10,0.6,-4,6)",6.049385,-13.432994,57.362553,-172.129425
"(-10,0.6,-4,8)",-90.291176,254.451035,32030.091797,-97095.257812
"(-10,0.6,-4,10)",145919600.000000,-82824528.000000,33378250294034432.000000,-101911602474778624.000000
"(-10,0.6,-2,0)",7.300314,4.646263,-53.627735,-21.623945
"(-10,0.6,-2,0.2)",7.325633,4.836343,-55.020702,-21.711744
"(-10,0.6,-2,0.4)",7.221742,4.682290,-53.878155,-21.255030
"(-10,0.6,-2,0.6)",7.308780,4.594196,-53.247505,-21.659721
"(-10,0.6,-2,0.8)",7.308942,4.728091,-54.226128,-21.658680
"(-10,0.6,-2,1)",5.499678,0.999838,-30.249107,-1.000000
"(-10,0.6,-2,2)",5.460074,-1.500119,-16.597572,-2.940166
"(-10,0.6,-2,4)",5.336848,-6.500027,9.803123,-48.818558
"(-10,0.6,-2,6)",5.000394,-11.574457,32.876850,-132.267242
"(-10,0.6,-2,8)",5.000340,-16.953091,59.771210,-272.084991
"(-10,0.6,-2,10)",-563190.562500,764638.562500,747826446336.000000,-3291064303616.000000
"(-10,0.6,0,0)",6.700557,3.219574,-43.681046,-11.207282
"(-10,0.6,0,0.2)",6.627743,3.128860,-43.087734,-10.947516
"(-10,0.6,0,0.4)",6.701726,3.322708,-44.372009,-11.227490
"(-10,0.6,0,0.6)",6.697005,3.328871,-44.413639,-11.212085
"(-10,0.6,0,0.8)",6.609483,3.124556,-43.061264,-10.888850
"(-10,0.6,0,1)",5.000429,0.000000,-25.000000,0.000000
"(-10,0.6,0,2)",4.999765,-2.500128,-12.499948,-6.249414
"(-10,0.6,0,4)",4.999765,-7.499760,12.497039,-56.244724
"(-10,0.6,0,6)",4.999765,-12.578370,37.888905,-156.229095
"(-10,0.6,0,8)",4.999765,-17.498215,62.486969,-306.221252
"(-10,0.6,0,10)",-1550888.375000,695835.750000,3484433514496.000000,-9228284592128.000000
"(-10,0.6,2,0)",6.064241,1.945402,-35.664776,-4.121994
"(-10,0.6,2,0.2)",6.103352,2.001299,-35.997242,-4.206837
"(-10,0.6,2,0.4)",6.185886,1.993695,-35.926441,-4.370561
"(-10,0.6,2,0.6)",6.070505,2.008070,-36.044014,-4.141514
"(-10,0.6,2,0.8)",6.002678,2.002432,-36.014587,-4.005358
"(-10,0.6,2,1)",4.999765,-1.000154,-19.999466,-1.000000
"(-10,0.6,2,2)",4.999765,-3.500069,-7.500478,-12.249181
"(-10,0.6,2,4)",4.999765,-8.501918,17.507595,-72.244011
"(-10,0.6,2,6)",4.999765,-13.503133,42.512501,-182.234131
"(-10,0.6,2,8)",4.999765,-18.504284,67.517082,-342.219604
"(-10,0.6,2,10)",-5365564516744560640.000000,7254720656577658880.000000,67714949044197084222824806892936626176.000000,-297700056430359890958410071774316199936.000000
"(-10,0.6,4,0)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.6,4,0.2)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.6,4,0.4)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.6,4,0.6)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.6,4,0.8)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.6,4,1)",4.999765,-2.000226,-14.999339,-4.000000
"(-10,0.6,4,2)",4.999765,-4.501370,-2.494209,-20.248943
"(-10,0.6,4,4)",4.999765,-9.500620,22.500870,-90.243317
"(-10,0.6,4,6)",4.999765,-14.500871,47.500957,-210.232971
"(-10,0.6,4,8)",4.999765,-19.501091,72.500877,-380.217987
"(-10,0.6,4,10)",-638768.562500,1224608.875000,1190273351680.000000,-5540503093248.000000
"(-10,0.6,6,0)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.6,6,0.2)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.6,6,0.4)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.6,6,0.6)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.6,6,0.8)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.6,6,1)",4.999765,-3.000000,-10.000701,-9.000000
"(-10,0.6,6,2)",4.999765,-5.499287,2.495143,-30.248713
"(-10,0.6,6,4)",4.999765,-10.500676,27.500917,-110.242607
"(-10,0.6,6,6)",4.999765,-15.501412,52.503429,-240.231796
"(-10,0.6,6,8)",43.083649,94.042358,-2626.323730,37770.035156
"(-10,0.6,6,10)",12612.893555,199.706894,156440064.000000,22711018.000000
"(-10,0.6,8,0)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.6,8,0.2)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.6,8,0.4)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.6,8,0.6)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.6,8,0.8)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.6,8,1)",4.999765,-4.000367,-4.999107,-16.000002
"(-10,0.6,8,2)",4.999765,-6.501282,7.504883,-42.248478
"(-10,0.6,8,4)",4.999765,-11.500321,32.498913,-132.241898
"(-10,0.6,8,6)",4.999765,-16.500189,57.497074,-272.230652
"(-10,0.6,8,8)",2857.227783,14323.812500,-32791218.000000,491770944.000000
"(-10,0.6,8,10)",-589146.937500,961064.437500,913308188672.000000,-4172220989440.000000
"(-10,0.6,10,0)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.6,10,0.2)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.6,10,0.4)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.6,10,0.6)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.6,10,0.8)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.6,10,1)",4.999765,-5.000000,-0.001173,-25.000002
"(-10,0.6,10,2)",4.999765,-7.499522,12.495847,-56.248245
"(-10,0.6,10,4)",4.999765,-12.499917,37.496658,-156.241196
"(-10,0.6,10,6)",4.999765,-17.497889,62.485336,-306.229462
"(-10,0.6,10,8)",-355.165619,-1910.126831,-548717.125000,8378363.000000
"(-10,0.6,10,10)",-3039200256.000000,9141432320.000000,37019382228799455232.000000,-166478005539610558464.000000
"(-10,0.8,-10,0)",10.052648,10.047603,-100.475761,-100.526718
"(-10,0.8,-10,0.2)",9.996207,9.847271,-98.473274,-99.939323
"(-10,0.8,-10,0.4)",10.148073,9.992261,-99.899536,-101.479523
"(-10,0.8,-10,0.6)",10.022088,10.019336,-100.193298,-100.220932
"(-10,0.8,-10,0.8)",9.962393,9.592342,-95.937340,-99.473076
"(-10,0.8,-10,1)",7.572255,5.000665,-56.249813,-25.000000
"(-10,0.8,-10,2)",6.831476,1.526722,-32.075459,-2.506575
"(-10,0.8,-10,4)",6.036451,-5.523236,9.414972,-14.283734
"(-10,0.8,-10,6)",7.525699,-12.535169,75.715057,-189.197342
"(-10,0.8,-10,8)",7.059884,-19.058872,113.796547,-388.044678
"(-10,0.8,-10,10)",-30.424780,272.376373,9516.906250,-3117.798340
"(-10,0.8,-8,0)",9.329089,8.672872,-87.168976,-75.074265
"(-10,0.8,-8,0.2)",9.323716,8.606110,-86.546402,-75.024681
"(-10,0.8,-8,0.4)",9.161510,8.407373,-84.706070,-73.599289
"(-10,0.8,-8,0.6)",9.329553,8.573868,-86.245323,-75.070084
"(-10,0.8,-8,0.8)",10.193217,8.800596,-87.736885,-82.660667
"(-10,0.8,-8,1)",7.001227,4.000208,-49.001453,-16.000000
"(-10,0.8,-8,2)",6.830092,1.526722,-32.078415,0.544756
"(-10,0.8,-8,4)",6.936097,-6.028035,20.559509,-40.871624
"(-10,0.8,-8,6)",5.599123,-13.537591,51.157589,-87.426071
"(-10,0.8,-8,8)",-129.314423,-19.772619,15458.479492,18447.332031
"(-10,0.8,-8,10)",-56.562557,292.763733,20324.414062,-65666.687500
"(-10,0.8,-6,0)",8.642195,7.311585,-74.922562,-53.598377
"(-10,0.8,-6,0.2)",8.601334,7.291762,-74.749275,-53.299656
"(-10,0.8,-6,0.4)",8.764411,7.186972,-73.818794,-54.458843
"(-10,0.8,-6,0.6)",8.689431,7.356037,-75.307877,-53.944717
"(-10,0.8,-6,0.8)",8.674150,7.314494,-74.947639,-53.832157
"(-10,0.8,-6,1)",6.779803,3.000000,-42.171715,-8.999998
"(-10,0.8,-6,2)",6.606052,1.526722,-32.506203,3.256153
"(-10,0.8,-6,4)",5.119430,-6.257257,7.047848,-19.403967
"(-10,0.8,-6,6)",7.018828,-11.449589,59.438354,-202.022873
"(-10,0.8,-6,8)",-72.817200,-18.359596,4693.622070,9805.493164
"(-10,0.8,-6,10)",-49.968113,222.487671,14113.782227,-51889.761719
"(-10,0.8,-4,0)",8.108820,5.982168,-63.843563,-36.650661
"(-10,0.8,-4,0.2)",8.305731,5.953895,-63.523594,-37.818165
"(-10,0.8,-4,0.4)",8.074925,5.796240,-62.349041,-36.392769
"(-10,0.8,-4,0.6)",8.032275,6.144601,-65.160431,-36.177410
"(-10,0.8,-4,0.8)",7.868155,5.992880,-63.926598,-35.209820
"(-10,0.8,-4,1)",6.325275,1.999979,-35.894062,-4.000000
"(-10,0.8,-4,2)",6.162989,1.526722,-33.056629,5.633162
"(-10,0.8,-4,4)",5.091616,-5.546300,3.248021,-31.772240
"(-10,0.8,-4,6)",6.602286,-12.874224,62.566624,-207.754013
"(-10,0.8,-4,8)",-75.924141,228.600815,23880.037109,-70150.312500
"(-10,0.8,-4,10)",-3241145270272.000000,27082350395392.000000,98282859695546925938900992.000000,-56546755352327683353608192.000000
"(-10,0.8,-2,0)",7.370838,4.729657,-54.240665,-21.951193
"(-10,0.8,-2,0.2)",7.350179,4.619833,-53.433258,-21.853409
"(-10,0.8,-2,0.4)",7.368910,4.786188,-54.657253,-21.933771
"(-10,0.8,-2,0.6)",7.336709,4.658363,-53.716843,-21.793432
"(-10,0.8,-2,0.8)",7.303862,5.174371,-57.485111,-21.367519
"(-10,0.8,-2,1)",5.499518,0.999838,-30.249107,-1.000000
"(-10,0.8,-2,2)",5.000784,-1.515407,-17.421776,-2.250952
"(-10,0.8,-2,4)",5.521144,-7.260465,15.357661,-53.022934
"(-10,0.8,-2,6)",5.552635,-11.502404,39.174053,-164.033173
"(-10,0.8,-2,8)",-252.558731,-16.502575,62143.628906,29480.425781
"(-10,0.8,-2,10)",-58983421531127808.000000,59535707080753152.000000,6990663495065053122298928181542912.000000,-28060079861351971916830273802600448.000000
"(-10,0.8,0,0)",6.716469,3.330442,-44.422546,-11.276966
"(-10,0.8,0,0.2)",6.775292,3.451639,-45.234203,-11.472052
"(-10,0.8,0,0.4)",6.435979,3.188114,-43.456596,-10.354564
"(-10,0.8,0,0.6)",6.685339,3.124983,-43.051197,-11.126053
"(-10,0.8,0,0.8)",6.700487,3.325717,-44.392269,-11.223531
"(-10,0.8,0,1)",5.000520,0.000000,-25.000000,0.000000
"(-10,0.8,0,2)",4.999765,-2.500128,-12.499948,-6.249414
"(-10,0.8,0,4)",4.999765,-7.501261,12.504544,-56.244720
"(-10,0.8,0,6)",4.999765,-12.935403,39.673985,-156.045242
"(-10,0.8,0,8)",4.999765,-17.498831,62.490047,-306.221252
"(-10,0.8,0,10)",199243268096.000000,1718792617984.000000,-302759997355925495087104.000000,6036368415492637814947840.000000
"(-10,0.8,2,0)",6.022130,2.023711,-36.142303,-4.044221
"(-10,0.8,2,0.2)",5.790235,1.999374,-35.952370,-3.580601
"(-10,0.8,2,0.4)",6.300035,2.000466,-35.912914,-4.600209
"(-10,0.8,2,0.6)",6.013856,1.981182,-35.886639,-4.027098
"(-10,0.8,2,0.8)",6.025051,2.023077,-36.138412,-4.050148
"(-10,0.8,2,1)",4.999765,-1.000154,-19.999466,-1.000000
"(-10,0.8,2,2)",4.999765,-3.500069,-7.500478,-12.249181
"(-10,0.8,2,4)",4.999765,-8.501918,17.507595,-72.244011
"(-10,0.8,2,6)",4.999765,-13.503133,42.512501,-182.234131
"(-10,0.8,2,8)",4.999765,-18.504284,67.517082,-342.219604
"(-10,0.8,2,10)",-759440.812500,550474.375000,994810724352.000000,-3459451191296.000000
"(-10,0.8,4,0)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.8,4,0.2)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.8,4,0.4)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.8,4,0.6)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.8,4,0.8)",4.999765,-2.027907,-14.860941,6.139838
"(-10,0.8,4,1)",4.999765,-2.000226,-14.999339,-4.000000
"(-10,0.8,4,2)",4.999765,-4.501370,-2.494209,-20.248943
"(-10,0.8,4,4)",4.999765,-9.500620,22.500870,-90.243317
"(-10,0.8,4,6)",4.999765,-14.500871,47.500957,-210.232971
"(-10,0.8,4,8)",4.999765,-19.501091,72.500877,-380.217987
"(-10,0.8,4,10)",-1006427.937500,805467.875000,1823552569344.000000,-6647026024448.000000
"(-10,0.8,6,0)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.8,6,0.2)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.8,6,0.4)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.8,6,0.6)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.8,6,0.8)",4.999765,-2.027907,-14.860941,2.084024
"(-10,0.8,6,1)",4.999765,-3.000000,-10.000701,-9.000000
"(-10,0.8,6,2)",4.999765,-5.499287,2.495143,-30.248713
"(-10,0.8,6,4)",4.999765,-10.500676,27.500917,-110.242607
"(-10,0.8,6,6)",4.999765,-15.501412,52.503429,-240.231796
"(-10,0.8,6,8)",-240.165405,29040.236328,7034541.500000,794688320.000000
"(-10,0.8,6,10)",-4316629324334628864.000000,16930221770378575872.000000,91714774456632442844166776249594675200.000000,-inf
"(-10,0.8,8,0)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.8,8,0.2)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.8,8,0.4)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.8,8,0.6)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.8,8,0.8)",4.999765,-5.385013,1.923805,12.842066
"(-10,0.8,8,1)",4.999765,-4.000367,-4.999107,-16.000002
"(-10,0.8,8,2)",4.999765,-6.501282,7.504883,-42.248478
"(-10,0.8,8,4)",4.999765,-11.500321,32.498913,-132.241898
"(-10,0.8,8,6)",4.999765,-16.500189,57.497074,-272.230652
"(-10,0.8,8,8)",10.142364,36.622917,-369.999023,4234.321777
"(-10,0.8,8,10)",5128133776819355648.000000,12416612189148807168.000000,-37376292581946874521392239012736925696.000000,inf
"(-10,0.8,10,0)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.8,10,0.2)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.8,10,0.4)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.8,10,0.6)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.8,10,0.8)",4.999765,-5.385013,1.923805,2.072040
"(-10,0.8,10,1)",4.999765,-5.000000,-0.001173,-25.000002
"(-10,0.8,10,2)",4.999765,-7.499522,12.495847,-56.248245
"(-10,0.8,10,4)",4.999765,-12.499917,37.496658,-156.241196
"(-10,0.8,10,6)",4.999765,-17.497889,62.485336,-306.229462
"(-10,0.8,10,8)",13.445040,65.377228,-832.680725,11080.950195
"(-10,0.8,10,10)",-7580632064.000000,-28937605120.000000,-161899357646574583808.000000,2811673245611112529920.000000
"(-10,1,-10,0)",4.283860,7.195949,-36.962124,-51.004246
"(-10,1,-10,0.2)",4.223521,7.082295,-36.471172,-50.576267
"(-10,1,-10,0.4)",4.035119,7.080504,-36.357498,-49.242176
"(-10,1,-10,0.6)",4.147163,7.142128,-36.693275,-50.030861
"(-10,1,-10,0.8)",4.819787,7.127081,-36.088188,-54.826538
"(-10,1,-10,1)",3.806819,5.000773,-28.121487,-24.999996
"(-10,1,-10,2)",3.414504,1.526722,-16.040361,-7.723341
"(-10,1,-10,4)",3.415715,1.526722,-16.037777,2.708202
"(-10,1,-10,6)",3.415597,1.526722,-16.038029,13.136994
"(-10,1,-10,8)",2.865838,-7.050528,7.973342,-21.224445
"(-10,1,-10,10)",2.636467,-10.651488,15.619545,-32.771599
"(-10,1,-8,0)",4.071215,5.981717,-31.915422,-36.425652
"(-10,1,-8,0.2)",4.139783,5.997606,-31.951010,-36.838360
"(-10,1,-8,0.4)",4.052185,5.905258,-31.610640,-36.299187
"(-10,1,-8,0.6)",4.027681,5.996447,-31.984156,-36.165977
"(-10,1,-8,0.8)",3.982157,5.995319,-31.980722,-35.892998
"(-10,1,-8,1)",3.499091,3.999968,-24.499887,-15.999999
"(-10,1,-8,2)",3.415433,1.526722,-16.038380,-4.668479
"(-10,1,-8,4)",3.415027,1.526722,-16.039246,5.758492
"(-10,1,-8,6)",3.263108,-5.916924,7.972226,-14.192422
"(-10,1,-8,8)",3.755441,-9.071157,24.718454,-83.608215
"(-10,1,-8,10)",3.485324,-9.025838,20.899696,-129.449280
"(-10,1,-6,0)",3.143859,4.803399,-26.772099,-20.848959
"(-10,1,-6,0.2)",3.848402,4.815577,-27.395901,-24.235958
"(-10,1,-6,0.4)",4.159307,4.782872,-26.886833,-25.714800
"(-10,1,-6,0.6)",4.302147,4.857843,-26.903687,-26.447577
"(-10,1,-6,0.8)",4.056388,4.855769,-27.352196,-25.253004
"(-10,1,-6,1)",3.092870,3.000406,-21.076872,-9.000000
"(-10,1,-6,2)",3.303408,1.526722,-16.252455,-1.786067
"(-10,1,-6,4)",3.303313,1.526722,-16.252619,8.300266
"(-10,1,-6,6)",3.009117,-4.169025,0.563483,-20.330488
"(-10,1,-6,8)",3.445032,-8.393943,18.203573,-81.599892
"(-10,1,-6,10)",3.747229,-14.849501,46.255646,-191.195709
"(-10,1,-4,0)",3.562292,3.720869,-23.497892,-14.293431
"(-10,1,-4,0.2)",3.269301,3.714622,-23.460569,-13.204289
"(-10,1,-4,0.4)",3.872044,3.715472,-23.121460,-15.443627
"(-10,1,-4,0.6)",3.164834,3.719865,-23.388744,-12.814818
"(-10,1,-4,0.8)",3.312009,3.712503,-23.477125,-13.363175
"(-10,1,-4,1)",3.076928,1.999979,-17.988100,-4.000000
"(-10,1,-4,2)",3.081484,1.526722,-16.528324,0.928561
"(-10,1,-4,4)",2.966746,-2.635180,-4.246387,-5.968836
"(-10,1,-4,6)",3.004054,-6.275208,6.859205,-29.776241
"(-10,1,-4,8)",2.508469,-9.646404,11.697854,-37.745239
"(-10,1,-4,10)",2.689146,-11.936646,19.670940,-98.664368
"(-10,1,-2,0)",3.186850,2.546433,-19.671574,-6.723646
"(-10,1,-2,0.2)",3.248616,2.579589,-19.759243,-6.884992
"(-10,1,-2,0.4)",3.387700,2.564870,-19.612988,-7.240192
"(-10,1,-2,0.6)",3.185831,2.589510,-19.809011,-6.723198
"(-10,1,-2,0.8)",3.138428,2.568758,-19.746683,-6.600860
"(-10,1,-2,1)",2.749892,0.999817,-15.124497,-1.000000
"(-10,1,-2,2)",2.500494,0.621924,-14.055120,0.698060
"(-10,1,-2,4)",2.616638,-2.789168,-5.174548,-8.536939
"(-10,1,-2,6)",2.616407,-5.249988,1.263203,-30.618172
"(-10,1,-2,8)",2.500494,-7.749945,6.878692,-60.089314
"(-10,1,-2,10)",2.750029,-10.365134,16.129446,-128.373489
"(-10,1,0,0)",2.601799,1.430727,-16.201740,-1.675485
"(-10,1,0,0.2)",3.259986,1.420988,-15.977245,-2.613194
"(-10,1,0,0.4)",2.760362,1.432236,-16.317913,-1.902189
"(-10,1,0,0.6)",2.934738,1.430184,-16.319218,-2.151789
"(-10,1,0,0.8)",2.682410,1.423714,-16.252438,-1.792024
"(-10,1,0,1)",2.500494,0.000000,-12.500001,0.000000
"(-10,1,0,2)",2.500494,-1.250228,-9.373811,-1.563118
"(-10,1,0,4)",2.500494,-3.749996,-3.123156,-14.068061
"(-10,1,0,6)",2.500494,-6.315613,3.292156,-39.073803
"(-10,1,0,8)",2.500494,-8.748572,9.375754,-76.592766
"(-10,1,0,10)",2.500494,-11.248356,15.626449,-126.612526
"(-10,1,2,0)",2.500494,-0.620319,-10.948895,0.695262
"(-10,1,2,0.2)",2.500494,-0.620319,-10.948895,0.695262
"(-10,1,2,0.4)",2.500494,-0.620319,-10.948895,0.695262
"(-10,1,2,0.6)",2.500494,-0.620319,-10.948895,0.695262
"(-10,1,2,0.8)",2.500494,-0.620319,-10.948895,0.695262
"(-10,1,2,1)",2.500494,-1.000061,-9.999352,-1.000000
"(-10,1,2,2)",2.500494,-2.250010,-6.873862,-5.063612
"(-10,1,2,4)",2.500494,-4.750003,-0.622645,-22.569544
"(-10,1,2,6)",2.500494,-7.250845,5.630696,-52.580421
"(-10,1,2,8)",2.500494,-9.750444,11.880929,-95.096237
"(-10,1,2,10)",2.500494,-12.251656,18.135193,-150.116989
"(-10,1,4,0)",2.500494,-2.027907,-7.429229,1.071549
"(-10,1,4,0.2)",2.500494,-2.027907,-7.429229,1.071549
"(-10,1,4,0.4)",2.500494,-2.027907,-7.429229,1.071549
"(-10,1,4,0.6)",2.500494,-2.027907,-7.429229,1.071549
"(-10,1,4,0.8)",2.500494,-2.027907,-7.429229,1.071549
"(-10,1,4,1)",2.500494,-2.000182,-7.498556,-4.000000
"(-10,1,4,2)",2.500494,-3.249754,-4.374009,-10.564107
"(-10,1,4,4)",2.500494,-5.748810,1.874866,-33.071022
"(-10,1,4,6)",2.500494,-8.249532,8.127907,-68.082893
"(-10,1,4,8)",2.500494,-10.750528,14.381634,-115.599693
"(-10,1,4,10)",2.500494,-13.251511,20.635324,-175.621445
"(-10,1,6,0)",2.500494,-2.027907,-7.429229,-2.984265
"(-10,1,6,0.2)",2.500494,-2.027907,-7.429229,-2.984265
"(-10,1,6,0.4)",2.500494,-2.027907,-7.429229,-2.984265
"(-10,1,6,0.6)",2.500494,-2.027907,-7.429229,-2.984265
"(-10,1,6,0.8)",2.500494,-2.027907,-7.429229,-2.984265
"(-10,1,6,1)",2.500494,-3.000210,-4.997993,-9.000001
"(-10,1,6,2)",2.500494,-4.249216,-1.874860,-18.064600
"(-10,1,6,4)",2.500494,-6.749351,4.376712,-45.572510
"(-10,1,6,6)",2.500494,-9.249181,10.627522,-85.585365
"(-10,1,6,8)",2.500494,-11.752446,16.886923,-138.103149
"(-10,1,6,10)",2.500494,-14.248570,23.128469,-203.125854
"(-10,1,8,0)",2.500494,-5.385013,0.965195,-0.616543
"(-10,1,8,0.2)",2.500494,-5.385013,0.965195,-0.616543
"(-10,1,8,0.4)",2.500494,-5.385013,0.965195,-0.616543
"(-10,1,8,0.6)",2.500494,-5.385013,0.965195,-0.616543
"(-10,1,8,0.8)",2.500494,-5.385013,0.965195,-0.616543
"(-10,1,8,1)",2.500494,-3.999098,-2.500278,-16.000000
"(-10,1,8,2)",2.500494,-5.249008,0.625115,-27.565094
"(-10,1,8,4)",2.500494,-7.750125,6.879143,-60.073994
"(-10,1,8,6)",2.500494,-10.250646,13.131680,-105.087837
"(-10,1,8,8)",2.500494,-12.749054,19.378935,-162.606613
"(-10,1,8,10)",2.500494,-15.251088,25.635260,-232.630325
"(-10,1,10,0)",2.500494,-5.385013,0.965195,-11.386569
"(-10,1,10,0.2)",2.500494,-5.385013,0.965195,-11.386569
"(-10,1,10,0.4)",2.500494,-5.385013,0.965195,-11.386569
"(-10,1,10,0.6)",2.500494,-5.385013,0.965195,-11.386569
"(-10,1,10,0.8)",2.500494,-5.385013,0.965195,-11.386569
"(-10,1,10,1)",2.500494,-4.999313,0.000754,-25.000000
"(-10,1,10,2)",2.500494,-6.249183,3.126045,-39.065590
"(-10,1,10,4)",2.500494,-8.751078,9.382019,-76.575478
"(-10,1,10,6)",2.500494,-11.251105,15.633324,-126.590309
"(-10,1,10,8)",2.500494,-13.748326,21.877613,-189.110046
"(-10,1,10,10)",2.500494,-16.251686,28.137247,-264.134796
"(-10,2,-10,0)",2.727041,6.358366,-22.299675,-40.494370
"(-10,2,-10,0.2)",2.708205,6.343632,-22.258783,-40.374508
"(-10,2,-10,0.4)",2.721584,6.363879,-22.314613,-40.459663
"(-10,2,-10,0.6)",2.720038,6.390619,-22.387287,-40.448910
"(-10,2,-10,0.8)",2.702317,6.363486,-22.311775,-40.337059
"(-10,2,-10,1)",2.601711,5.000773,-18.720974,-25.000000
"(-10,2,-10,2)",2.276521,3.654923,-15.538074,-14.870260
"(-10,2,-10,4)",2.277093,1.526722,-10.691958,-2.506876
"(-10,2,-10,6)",2.277021,1.526722,-10.692113,4.445547
"(-10,2,-10,8)",2.276342,1.526722,-10.693562,11.391044
"(-10,2,-10,10)",2.665150,-5.333315,8.871663,-46.149376
"(-10,2,-8,0)",2.558519,5.274258,-19.441420,-27.870558
"(-10,2,-8,0.2)",2.647381,5.274888,-19.412569,-28.339298
